"","X","SBL","STORIES","GROSS_SQ_FT","OVER_COND","BUILD_AGE","CLASS","CLASSDSCRP","CURRENT_LAND_VALUE","STRUCTURE_VALUE","CrowdednessRate","DisabledRate","HSCompletedRate","BothParentsRate","UnemploymentRate","YoungUnemploymentRate","MalePopRate","PovertyRate","NonWhiteRate","ChildrenRate","ElderlyRate","VacancyRate","OwnerOccupiedRate","MedianIncome","FIRE"
"5687",5819,"12230000010080000000",2,8.27154837475551,"NORMAL",107,"Commercial","APARTMENT",10.1385596747156,11.8108053623985,0.0127839049309889,0.117813365470067,0.836242228520852,0.259832241872259,0.140730424974953,0,0.492511383192756,0.261636620975122,0.460964881748429,0.0595775302295609,0.111011142081151,0.168060356879104,0.235940844506124,42081.0542673289,"YES"
"5688",5820,"12230000010090020000",1,8.44095988541665,"NORMAL",24,"Commercial","AUTO BODY OR TIRE SHOP",11.6082356447746,12.9180415803307,0.0109617488869428,0.117419709122239,0.851491953961281,0.26555756004721,0.124248998469033,0,0.505481195742732,0.241036979608153,0.412071507913848,0.0516146334184184,0.119404434539823,0.153170379340866,0.237475577993832,44515.1196056282,"NO"
"5689",5821,"12230000010090030000",2,11.1194827968393,"NORMAL",86,"Industrial","MANUFACTURING",13.1183553560068,14.6195727990954,0.0132016522867928,0.117903615094372,0.832746077628457,0.258519655863757,0.144508955559763,0,0.48953792495589,0.266359293185155,0.472174172907914,0.0614031033456852,0.109086896491672,0.171474031994857,0.235588991623683,41523.0206333539,"NO"
"5690",5822,"12230000010090040000",1,11.4143971123984,"FAIR",86,"Commercial","BOTTLED & NATURAL GAS",11.9953516142145,14.339054954138,0.0118101400977881,0.117602994514663,0.84439172065594,0.262891866494348,0.131922708651816,0,0.499442484069456,0.250628120136105,0.43483613817994,0.0553221378824384,0.115496538959058,0.160103114939665,0.236761009992801,43381.8249866607,"NO"
"5691",5823,"12231000010010010000",1,11.2821780776293,"FAIR",66,"Industrial","MANUFACTURING",12.8708203515684,15.1761024217318,0.00926193438001315,0.11705248328943,0.865717796262239,0.27089847413762,0.108874152850735,0,0.517580200982511,0.221820420550252,0.366460888335839,0.0441863741532522,0.127234192220989,0.139280131076972,0.238907267807228,46785.7591517719,"NO"
"5692",5824,"12231000010150000000",1,10.4354090845969,"NORMAL",67,"Rec and ent","RADIO/T.V. STUDIO",12.3630763943398,13.8747224175961,0.0044827013045941,0.100625312665367,0.927270905128738,0.277209065845966,0.068222155347363,0.153661567144147,0.547360363329839,0.159108949948364,0.19549235177478,0.0298654894180398,0.144439779546325,0.0440631150089234,0.425165942155736,58351.7377571947,"NO"
"5693",5825,"12231000010160010000",1,10.751178192918,"NORMAL",59,"Industrial","MANUFACTURING",12.9692121979102,13.8841033494299,0.00350341582943448,0.10377685014011,0.930757624394533,0.282187945603021,0.0588017043491706,0.120092848068372,0.555256510480137,0.149934653631882,0.178549953937463,0.0241518857897817,0.150001112696302,0.048330041734731,0.386180291047758,58527.8728261853,"NO"
"5694",5826,"12231000010170010000",1,10.2525939269749,"NORMAL",67,"Commercial","DISTRIBUTION FACILITY",11.5129254649702,12.9248875728387,0.00405770804611594,0.101993026385811,0.928784082051869,0.279369815070983,0.0641338396645402,0.139093313386859,0.550787157040101,0.155127461215316,0.188139638959203,0.0273858825156396,0.146853303648177,0.0459148887142292,0.408246831928382,58428.1773846592,"NO"
"5695",5827,"12232000010390010000",2,8.35042997353814,"NORMAL",97,"Commercial","DETACHED ROW BUILDING",10.1105017219205,11.8824179126196,0.00606501299409076,0.114696667907756,0.920668067986361,0.393415873465013,0.0932338706825309,0.207901293906529,0.496674370137231,0.184387018619937,0.267936494745125,0.075306416903614,0.138455301036657,0.0605439477696074,0.590930062961434,51005.3741077405,"NO"
"5696",5828,"12232000010580000000",1,11.7381149219914,"NORMAL",64,"Industrial","MANUFACTURING",13.8159104779856,14.5115036849741,0.00459185237363529,0.100274042588135,0.926882275719887,0.276654120365925,0.0692721579496534,0.157403133486553,0.546480259494314,0.160131516172459,0.197380749880309,0.0305023271532267,0.14381991386465,0.043587523748299,0.429511279244504,58332.1057585961,"NO"
"5697",5829,"12232000020410000000",2,8.16280135349207,"NORMAL",97,"Commercial","DETACHED ROW BUILDING",9.69276652122048,11.3963916487143,0.00618360064916388,0.113814816509609,0.920271134535566,0.389569700165079,0.094119100829942,0.211966334979824,0.496708172972122,0.185225106243375,0.268811751229873,0.0750531746731648,0.137703501276423,0.0594170920044963,0.592968494293428,51168.3731084372,"NO"
"5698",5830,"12233000010020000000",2,8.41183267575841,"NORMAL",107,"Commercial","APARTMENT",9.74096862303835,11.9703503120091,0.00573433464040147,0.117155685824572,0.92177490579298,0.40414081995326,0.0907654312180559,0.196566040764308,0.496580111879194,0.182050034762762,0.265495866559551,0.0760125757681092,0.140551673604819,0.0636861534993899,0.585245954303102,50550.855961057,"NO"
"5699",5831,"12233000010180000000",2,7.66105638236183,"NORMAL",97,"Commercial","APARTMENT",10.0604913013458,11.3690550945505,0.00349427944486324,0.133813370850006,0.929272759074492,0.476792905688031,0.074043923488329,0.119779663879676,0.495941595029569,0.166219023229205,0.248962755799578,0.080796181394663,0.154752755141315,0.0849718354677446,0.546741114206839,47471.8950173313,"NO"
"5700",5832,"12233000010420000000",2,9.0906555290302,"NORMAL",47,"Community services","RELIGIOUS",11.9766594812024,14.7790664823055,0.0035828124543743,0.133155014310521,0.928976423735432,0.47392149974671,0.0747048024728397,0.122814468132976,0.495966830933771,0.16684470740764,0.249616188828851,0.0806071204272027,0.154191490182647,0.0841305680347334,0.548262929107317,47593.583839579,"NO"
"5701",5833,"12233000020380000000",1,6.5792512120101,"NORMAL",57,"Community services","RELIGIOUS",9.98044859367226,9.98044859367226,0.00415407536131446,0.128906941499871,0.927064307699211,0.455393634105374,0.078969151464388,0.142396668142997,0.496129666649772,0.170881960456796,0.253832492486153,0.079387196712232,0.150569904814397,0.0787022551156296,0.558082502718035,48378.7860000309,"NO"
"5702",5834,"12233000020400000000",2,8.14786712992395,"NORMAL",89,"Commercial","DETACHED ROW BUILDING",9.98044859367226,11.2437379751546,0.00392712742309516,0.130594590661176,0.927823941813004,0.462754274636767,0.0772750361985061,0.13461716790925,0.496064976242665,0.169278064519489,0.252157464385595,0.0798718407675942,0.152008666761697,0.0808587830645531,0.554181440776027,48066.8455445331,"NO"
"5703",5835,"12233000020450000000",1,7.454719949364,"NORMAL",47,"Commercial","MINI-MART : GAS & SNACKS",10.3417424834673,12.1735494538246,0.0038171470320354,0.131412436005745,0.9281920652582,0.466321287099823,0.0764540573391961,0.130847173413286,0.49603362686656,0.168500806511383,0.251345735286045,0.0801067023096365,0.152705899804868,0.0819038500037591,0.552290961746798,47915.6772477326,"NO"
"5704",5836,"12234000010780010000",2,10.1339641512171,"NORMAL",67,"Community services","RELIGIOUS",11.4762614805986,13.7222981762421,0.00434370996402446,0.12749676487201,0.92642956779144,0.449243183240677,0.0803847310810666,0.148897112463772,0.496183721071888,0.17222215403267,0.255232123127743,0.0789822347477591,0.149367694948948,0.0769002897660613,0.561342176885265,48639.4391912942,"NO"
"5705",5837,"12235000010240000000",2,10.6931487334721,"GOOD",86,"Community services","SCHOOL",12.6545972430988,13.8238754742959,0,0.113779104406608,0.943605945321546,0.67017306498112,0.0469717568453713,0.234325153099474,0.49465299223187,0.100992938250961,0.141215453618976,0.085192117217495,0.155016152954425,0.0550790717419813,0.68503358177088,53824.5596219674,"NO"
